user,XRD_Volume,swaps
rdx1qsp5kfg3chqgm5vvxwzap7wxfj4vz4vq5ffku4qjtwp7su4e3zmk5nglsmsc5,129.486081083009392405,2
rdx1qspqf86ak6nqj9kmmdtr9ydhucsf7jzxw8pvdmca8rgtx0khhz3g08c32hhv8,129.456808751054266073,2
rdx1qspcyfmnajmcujxm7de46ekx55nvk246mgtvljrzl5yra6sq7n8atwc5zkexz,129.096116486425335997,1
rdx1qsp6tk3c203qqulyvfr9ek37z4d6j9ashg79hlcsdyfvzdlqwjeu3kgjc58ta,128.987626059398648410,1
rdx1qspu0lgk5dqxpm0cxrfs7xa8np6vngs7rtw0u6ahmc0v95kgumn7rcshmmyv4,128.940327284472735686,2
rdx1qsp9c4vmchy30394vqrtrz3x52cjsx2rk82f8dqzn2kdndr6led3cnsj27j6s,128.936789010811430292,1
rdx1qspt9zzs5g0dag74rq8u7n83vcmag7345wfrn7yge7hlmvjgwy4hvvcp2zyts,128.838092584108757785,2
rdx1qsp0azjea5yx2q0ud7kefl4hygnawjrerhkwgpgm05en3yqyzqh55acw8yrmj,128.829043704989174926,1
rdx1qsp4swq4uvymdtgwpnhrtp0p935m9rpt06a7fcqs0qk3zfum5ugw84sfn2guu,128.737374482024588174,2
rdx1qspz4tz8cfjkhkc045sfsfh9tt5z8s5yke626assgclywxgr8y8aenqpu6w4m,128.673216732882051785,2
rdx1qspgngcvgvv0rla2c3cs87kmcp9kzpzjj3mls8rw49fjml7w84xfjec8lvtdz,128.634203768434105344,2
rdx1qsp3rjf870m6rafyk6sy2gjzdle4aza56jf3mqla0fkak89xqfp5c4s0m494s,128.592526490075220051,1
rdx1qspancjfddehafr0fs6vck49hx2zky00jd0tpkjw688wgz0n5jst46qj2q3kk,128.561144766928899265,1
rdx1qsppgan3726q6ktc5j3jt9qp78ux0hv6junr36msgplcgqww3hvcz4gvmnguy,128.538266215393404100,3
rdx1qsp2p3q8vg0lupks7at3ew7qlse0sc8x57fplvp27ushqafjcspxn9g3e4yey,128.308789947221078291,1
rdx1qsphv5txaejp43q58rycej7s69ssjkm0c0utej9c70jqp2xpmghnq8g547vyj,128.271258184771213326,4
rdx1qsphk3v8vs5f8t9p5cn5tmu32lsrv5yu3y67wyayu6ahrkjvkng0lysfqz9zg,128.176762848035671364,2
rdx1qsplgluj3dvph8lwmrksa8xa2d8xvc3hwqmvfmzejpg64rfp8lsskec6scurg,128.174983328820329180,1
rdx1qsprk3vpwzu3s4vzdq9777xujqeqwk7fl526l94fx5z7xk98k3qcmcstdtmpw,128.163134366673529875,2
rdx1qspsmcl27tnvxakdv62dulfshgetsukj62q6r796mtzgnnarvxn4xhsua5tnl,127.888494332200183017,4
rdx1qspcvlaa6jx2fk5a2wqkj5g0xanxgl40fesdj79assgkjxsaaluhq0s8sx7zm,127.766043209842416439,1
rdx1qsppnfxfh3n9wv2uzqmm5mletmwejp9wsjrvt6vlsduqpy2ensckcnqazzqlf,127.706636326028724662,1
rdx1qsp3ht4cmh8rr4jh6h2vc7893n233c4cpzmqyw4qp8g9c7exul237tgemqq7l,127.677620086482719564,1
rdx1qsptywad9ue3tm8lja42z8dj0ela7gmq23sy367eraxpjr7w59upyqqktf3hw,127.638383032679012123,1
rdx1qspwqdxm9wrxt4dv0am9ehglgtrfyjdvzamrs0sdhgjqfu3x59h0u6qcr3a24,127.600222951984693237,2
rdx1qsp8r2zapvpxyep9s4v3rfzpfxucvnzsqa52ezvk5xm7csa9yw7y64gur92g4,127.596094564777315687,1
rdx1qsp3ugpeqxjyc9x2fw3c7a7gdf6f03xu20yp54rapmncnhkfp4ugxqgz48pkp,127.544953228250845515,3
rdx1qspzj8kgvnarsnhqjz7w350zggc2nlw9k95yy8e9ey3x2p4kjsfy8fqhh7ql7,127.498645935841853273,3
rdx1qspyw4vzkrkd9s76nvnrj8tcch7ka5jc4jtz3m6lss9g7np87zsdpmq436z49,127.468941755566103736,1
rdx1qspjmlhsegfkzkvs4f3k4zwqjt0jq9xfu9zrw3sqpfhhvmwessn45rc49cfuf,127.436161352312976108,1
rdx1qspvmx7sjwqd6rs7xz5e5xm0ssljs59p89m7kgvt92h995ymu0q0kvsyqref4,127.370002573512795283,1
rdx1qsp6nw4m6kq7mk80rhcv8w5uycllztjlqp9tuypan998le4h06nth9gkvjkv5,127.358177025449510140,2
rdx1qsp7my2vjumwx8ykxrdwcxgsa2nrsqstlfwnjzm8lzkwfm7ul068gzs52lcdn,127.319677724678309303,2
rdx1qsprzj2z50xjj0dd3ehzdf683z58fdc2590lu48h8qgd32w9g9hgg4s6f5dfy,127.300836097040861140,2
rdx1qsp5qldr8t8athns4dg9ur6jvvaeke9wksqh2pzkqjjzkfw5lyupe4skhe2fm,127.247745125334679278,1
rdx1qsp2yxts4467zehkgzz6gn0llelk5u0x7r6j2u6w9zqyuywj27xfaacx6g9vj,127.209638029538564468,1
rdx1qspg5k2khuf400m4fah2clpn46dvpapk83a4vhe4z368cwqacv0wgzgq75z8j,127.166287563056528779,3
rdx1qsptlh5gunlw58qk5cfup6h925fndumtfrl8g39sc5tf3tjek27lp5ggl04d0,127.159823710342048360,1
rdx1qspks9qe8yvlgd0xf8w4snsnk997vcj5wu6v3uyvcx683vw5xjd6epszq6v65,127.154555062753588161,1
rdx1qsp6jdmq3mextujyw7mwema8qw32my34qqk007ju5dr7g09acaun58c7v7vg4,127.024969337700440704,2
rdx1qsplc6wwh8ru2ywku3crqzawv0qfxe3qjy8my4tn68w92ly4llhgpmq50zmtv,127.014138456938297183,1
rdx1qspfcvf4ctf8dmcetwqjrfju2rs9n849u3qsmjj4949mlelpd8lrzhs0550k2,126.922645514316442135,3
rdx1qsp23v0fh9hske9v7g29a8uqkmd0tuyxyj0qyywth5nd7uqu0d6tn8cj9z3ce,126.901993377102072461,2
rdx1qspy7smvqsyql9hvjlzp783eznf66k6hg58p5dpwfdwmhy7u9lj8h0cj7sjxc,126.899775407413994229,1
rdx1qspeagchmvhnn5haefahl8mhprdw6atf9hqvdrtzfv3jrtzkeqwm43gn5vy8j,126.832393887179257729,2
rdx1qspvgw4u790522a8edfyfuhs7j8f0gyezcq6hlf42pty5rqysfns3nssu2t42,126.808582542213620761,2
rdx1qspmy99l4wpwe4jxa7s2qz276xyjev3zytvp029j4jklf5wnm438xmq82asla,126.438889438247606728,2
rdx1qsplyheae32yqtzyfkxy829g990msjc6sfeqqrxa2z8n09fpqjmutaccdan40,126.386951459484347917,1
rdx1qsp2eycvhhqqhq8cjngrypza94p52e8fr67fqdselw7cswde2g4jxfq2ant4r,126.357816590758756297,1
rdx1qspk5glq47pe6qjclwcpqf9x4ld6dessarp8tsd00gul98nm253dtrcatrawu,126.251203595217301952,2
rdx1qsp2mz3e069x7wyx7pqur8g3wzv5xwjpj207xapruhfj4g0r6hjj9ugjw8k0g,126.206515460366652588,2
rdx1qspae6vjffhvv026mc0ek9ff0uvgjgcln0aryjsrunl6td5ealchfps5quq4x,126.172686859728876351,2
rdx1qspgku6lt8ag45fptyl8m6xfp0nkljct78ffy5e92q9vrcvuyjhdeag7xvug3,126.152703944771339339,1
rdx1qspkuc6ptdagl30s3h6wus6lpm6df8fu9nt26g7pqqjxfnxxjfcgj3qvt4etq,126.126621021522990557,3
rdx1qsp2e4k234jq4l7le5efrt0azgrppykz04xqkgf852at5w84er0aszch379zx,126.081484854455015650,1
rdx1qspl5ehfe5pqukkhl3mjglgzs27dwmdgv20wy30ly8h2jlvsnx6zk7s5ffzwu,126.022687552186899066,1
rdx1qspu8mq87yg9ekaykg8d57dmsm78vjhdu7gws9u4l4skvqds9csl7kg6v5hnx,126.018201314734080504,1
rdx1qspazryu3gatjpqc65jv0r6wtu0g7k3q42ckadghqksz6ezmjank7dchlj30m,126.012441756113847083,3
rdx1qspyje3jvr9cvyu7gqa0tuyfvflazekfdrlzk3xzmjajh5gnxqnehec4zqc5p,125.998087201425185434,2
rdx1qspk6ys3gmranes0rs76zzxhprx8gak32sm9d22ml7ju9hk77puumrcxl7ma2,125.916208341319220432,1
rdx1qspqqxg070ssxkmucr09x4h9ns22kvzny0fww5ra4z0v2ak3jg78kdcakulsd,125.799641587686296716,1
rdx1qspsx6kp4qwa4rwayndr69v66yrzw69qvjf0qf9hume30yrzpyv7sdcw4m6ql,125.737676868156211132,1
rdx1qspp4njne506ytuunr5uxajwlfs5ne0caw48x4m5fd78ppeq7j84wmqwxh55e,125.666151078487538156,2
rdx1qspt62wn5wf382qullygpx8rsfmydlxra0kqxvy4f2dh8090nj8pw7qpxhwc3,125.605243089321796913,1
rdx1qspkg0ykky46j0dfcchp84qfezxff2uvjtclgdrnarfvkz7yq2s2aycvuc4jv,125.483801783406874406,4
rdx1qsp8pnyy48ttxkzh0taq5c37wwfphf2jxcxn4cvczc4t9avtgzukf2s6hmz3v,125.448885901383702119,2
rdx1qspj3238u3jtg35ma532jz98cyc9jg7m452ajhlcqe9t6vfwr8h2qagxcc6z5,125.355211209924179179,3
rdx1qsp7jn77lgv7yp0kyjtwgve8u934ygaxtm8jwg3d6hcuvzqnlw4k2xq474ukz,125.331856617663276628,1
rdx1qsphrge93kadgmpq3qn6v97jz3ujp99wevx95khldd24qzmfzhdau4g7qex2j,125.141764650407186774,1
rdx1qsprtzsrydj2waau0fdyy7ee2nje0fdgw4xmucxjw8ct5q9kr67fysswf79h6,124.978351818756730095,2
rdx1qspzhg5y9tuddja5h2w4usfx65cug80ap6r90p53h7as8tlutkz0txsgh5hd3,124.915451760488543623,1
rdx1qspjaf3v6h0l484mx38pm0hl2x0w6lmv6a3pla3aqjz8qtxcpastpmg9f8p56,124.856104967682811406,1
rdx1qsphyqlvj69yatzht6y7gk6pktyfr7cx09mqusd8qltlrdfden6nqeq8ys3gy,124.801090780185961881,2
rdx1qsphv3j4f2gdg78e52y84wt0rph7g9ly5c6gd3ds6agjdrn8mgla4zqtj687d,124.794905916653056381,1
rdx1qsp7z6kgenwjjj2j28hts9mn6658hf2yuuksy3vwxy9jgn753c3w7ysvcda80,124.728325282797762040,2
rdx1qspgfwapsanm72ahw7jh9j84xk4chwmm8jxvkqwshpl0xnrjtwlrs8sgg9652,124.587960108680131315,2
rdx1qspc4jtl86rt26yp6z54y6t7ktesm7m4dwplqaj5k5uhqezj3243s0gf8qe4n,124.517346497134054115,2
rdx1qspkgckx7cjvs2q4d8g0u4wnkzv2mrzaauvm9ys77q4ut2yygdcxn9g5fyey5,124.474589552000559979,3
rdx1qspxvplzj4pnydzjnjskcg9gcpds8uv0zph7hr3sw9xj7yttgpxxfasvm6988,124.442948248437605093,1
rdx1qsp4qkz67wqjxwerwemtch2h6k4lv667nltladtjfz9vtqh3llvkufqhs4r4r,124.293755784620281464,3
rdx1qsp45qz9yha6ek8xkhphj7tw8g07lahu5ml7l6qeyl83rjftsmyhyzchfxuwd,124.285781546016674324,1
rdx1qspdyx2tr8zjsa8a3z4p56kk7z4pw7rn5d40tk3apk2fg5vyxet29qc80l2jq,124.228703669084857104,2
rdx1qsp2ek830furla6q3uxck2khs6v5x959ux5yu77mqj3rknyakp7hl6qgw27dm,123.893332691238166637,1
rdx1qspggw5t3sep59raawpxp5uu9tw99ddu9zf3v6a8wq72ds0ja7y9uxcqhxq4k,123.865853943379577449,2
rdx1qsp50xyc67c02839uhavudjyk2y50a7xzvlgy476zcsfl79n2y8sdgsc95h4j,123.863193854835429847,2
rdx1qspln4whwlrzs3uwccrgu0hqplqw40qjcw6quv6amml9pkmnyun9ygslcwjr6,123.748377033889875671,1
rdx1qspjdekq369j2z4rs8vs9nclrhvwhd97mxp5c4h2k7nz9y7jry2q4js0kvs3g,123.723628589993032557,1
rdx1qspa37ckl53uss2q5sknztu40gpwwkpksehqdms5peygqajjfgwy37qdrqlt0,123.439044062948503826,3
rdx1qsp7htd0pl52k80qkkvf97kgxydplta7x7tvj766mh8m2fz096amzhqcml49y,123.402601425020692838,2
rdx1qspkakt4yaumj5gaxv3q7ukfges2hdrxknxxfgdnp5xp5uadnp76hlcdvj4ex,123.336354285795762496,2
rdx1qspsr0lqzqrckm2skf0kz7s5rp3g84w7r2k0ath27k76w0h5vht528qzxts4k,123.315279233046779417,3
rdx1qspnh80ka8ul002mckzr20awqmcqzvu3u4y34g5l0dnw4lg0jxgfmlce2t6rp,123.151480915226705776,2
rdx1qsp54e8se3lawvrkhchancjq7306vqfvcaz6629y5ngmuus9wd8jx0smapwq8,123.150279298458802292,2
rdx1qsp8pjxxvv5z6rcnf3w3gm3h8dfd9yxx47ks0r8rhy46ex74ax84wrsxnyf6a,123.009796805701161673,8
rdx1qsp3tyrycrjc9fjkpnwlq90030tlkn62fwt86ls5hck5k5qxjgcjr2cae0rsr,122.998765803170992299,1
rdx1qspeztu7999fu8hgaw7peme2ppejg5qmy4szs0f5z08utkuw5sj5fqs4telqg,122.925411890333423271,2
rdx1qsp8ll57cgcsc2hnfl52n05hfmzcj56jtf8txgvwatdawsvcw8f424qelykz0,122.861463736408929825,2
rdx1qsp505wzwyn0tr3tm5d6ypjhpmjpjz9rn4n5pgppxhlemq0wzgakudgw6rdgv,122.857883637016814033,1
rdx1qsp3pqyxaah75cjdzvmhhmxmhyajkf8pwzyykgvg5zy3ma09trsl9qgyzc7nu,122.856536242120860037,1
rdx1qspur6gud5s6svtvmu93lpgtj06apyh2dalueszs7glgqtv29tmz7wcklk705,122.852244223270956681,1
rdx1qspssaav8an2hhldkphppr22yaqse3z8uajywyawwmc836786ww6axqrhtzw8,122.807022449578096251,1
rdx1qsp4ssf0rnndmlq6uzhldq4pndzeqkm47x5mpfc7h8cd8gtprwku7fqhz22u4,122.803667926308790159,1
rdx1qsp09gqz3f4w4kp2l25rwr3t6t9t8a2k4tpl58pc2ye9da3hwlnjargg9j3tr,122.801879482446907431,1
rdx1qspk7m60x3e37rgzxmhpw6y3zqfamcmcz5x2t90vkhd0sx55z3a947s0ajjpl,122.794156715059101483,1
rdx1qsp8rg3pnulveezyq07ce23s3aryl0d0hy9k9aluvxn9zn027t9ernqd2p4fd,122.786684305412706768,1
rdx1qspu8adv2z479sqnexty5kdz5z9udemw6wv874629dyujfwpnz55qscc0h445,122.775739124304277870,3
rdx1qspdlt8dupd8verg6h2pyr9fjrjzqh7qjhu0v68py0fknjjmeuecskgugez4v,122.688211110092986414,1
rdx1qspytsg7gz9v7xnf5dh87p9u0lra5jqyydp5p46x5ej35zl0kx4xdpsx5ptf4,122.652543314168489333,2
rdx1qspc6vekt4k3an9qxqjhxjpl2zhp36g2fhtkn2qyf0unf4ymvunu89gkuqy68,122.576384980401251012,2
rdx1qsp8pq6xnkmx0ff4ldw4fges4ntc3ttc82t3y32t7dzjmwz3f52562q25tarl,122.476323339790060857,3
rdx1qsppzdxdjursyfdxqq78mwgmad94q2waz00sytlnejtz49gjq68qamqszrq4t,122.446871086865926942,2
rdx1qspv20tcdzm0ewrulk5303r2s2x3fp6v06a4mhfwcrvlua9yp45eans0t0ktr,122.427150897360184633,1
rdx1qspp9vxddma6077h83q3r3wy9rj8hq76mfacpstckfa2tx33qnajhtcf5rxjz,122.378825513889248837,2
rdx1qsp32v9ljqs2ns74u48zt5s6x4nn77m2mawcqnujcveqtthgf202lggmwhfhn,122.378802416031500088,1
rdx1qsptx70uxkufhffesfw55v7eg04nqp3dv437rj590tz4whfu48tep6cac7jdj,122.306466395678797818,2
rdx1qsprsmc6vcjsr2mghver5np5supl4088h8l8mlnghyj2arap8m0k6zqdv9a7h,122.248931747008398843,3
rdx1qspnylxyc73mq6aucykv02krglzn56x2323fpvt9clkggh6pzln3yzcw86wwn,122.236363575362612060,2
rdx1qsp3ffqfsk3xtwml7y24hud95sxtq57ynf62x20zv5wna2ryg7yjf9q2kdnyt,122.166462632532329523,4
rdx1qsp8n995sx2c29359hj2tcnc2y0jx9gy5sqfjkv7qkew2gzg5s7n5nszae5lk,122.132414016217411370,2
rdx1qsp65lj4e52v9zhlktmacpf2fdzvkjmv6wjexcn5hu9fdd836atltrqd8xmt7,122.131420884692994931,1
rdx1qspgcentx29d4q76d3t6csup7f93ah0zs0az67tlekqmhnky4hu0yzq2pcwun,122.039694248316562599,4
rdx1qsplnu3sd8q6kgrcgdx83s9nxtgcchc85y2ptm4kxv6ctnh6szh0h3cpfzpjg,121.897419398716403818,2
rdx1qspvha5yjhfwg6wjhfex5pvdcdpvxqthtuqwn890vw4x74a89lzky9swrv9ja,121.872354743551303351,1
rdx1qspxazprecfgwaufm00k4vwtwlvgwklqvygylqyehqqwaauedsd5vwgzx2ugq,121.855305862524118377,1
rdx1qspqvksfzgastkl2e8m07rxt7htummwhd32k70ukkjv04z5t75x44gg5qapym,121.843410407337233319,1
rdx1qsp3y64vktlnrj8qcjw60yjcvape0eeldcf69cw09mjqw23fsvcerqcspygef,121.802904722086653025,1
rdx1qspgwvz7hm9pv7qat5zj85pucelmh6ywz6f9a00knn03y683tunydwgzuakdq,121.760111171721082100,1
rdx1qspky24p8azrlgsmdapjmvt6s4v275reufs6j8x3ssknehyl88sjxjq6a9tff,121.758993675919507873,1
rdx1qspey7etltm99el65vxzhcylsm2fnj66azuq0lz4737fdnrdfxgxfagchx6kj,121.738829868459211239,2
rdx1qsp39yn0lhah09lzgs330xk62eaj5tlydzs92zmegddea8e3mhvsz9ggtc42h,121.737109341974161096,1
rdx1qspncz00tynvmrgx7329c223tazy0pdqcfurdzcgh8zghd8xm984y2g73qh8y,121.640297366050734508,1
rdx1qspnm3dtzaxkl05e53ttqu3sq6f4tcvw4x7nl890m2zc250harsyz3cy2j3g6,121.638285318926449797,4
rdx1qsp3qvr60tt92qtmxn6j3thuysx5vxa97khylpcf83sycv89r4gnw4gynq80y,121.609629092158771058,1
rdx1qspv030eqdyhf9g7mfaan5h886k22qu04xc5c7vy5skvukwhy6pnzgsudvsz3,121.598419068004908259,2
rdx1qsp66n533cqe9a3qt5payyn23nkl30p74zt5tzglmwr7z393qs60pqsxeq3h3,121.553048492363077784,1
rdx1qspmfl27rvh7s4tgwtmyjvl9k2rz54azxmzsrphune6lu6rs4yeszxcj7y7j9,121.522306969662416619,1
rdx1qspyq84dmjyldgpzu2fwu3yvhp38zh2c5z297ps0hphv76753s8r34qyvj2rd,121.506785220887743997,1
rdx1qsplnzqcda84ggd8e9rp2w642lrxmseta050dnydkuv39kzfctpe7csuxmh9r,121.500730503918944230,1
rdx1qspntlhaaqaj4gqvkvxgde5r4rg7r3almqsd5jqghl8n22fc4vlau8qge8d40,121.499374967313673575,2
rdx1qspmval9t0k8l4ldjeqs6yqzl9vr5dplfvqrhjav05znn5wqkl6f5mscry87x,121.438331448208269981,2
rdx1qsph9qkesev9cemvur56lznzvytxgycakjqlxnswzytcczsgak3xg5c82gdm2,121.384434425762978501,7
rdx1qspukxtc2a8kghx47q5d0dzrlrhanwjxda3d8hqsrc7t3hqrkcd4qusdrrfmq,121.373030062330600566,1
rdx1qspk9leate32hx8ftu9xeejus3ady9dsgxm0v9hnzu7gla6k5pw2wrqu5tl6q,121.360900617682556042,1
rdx1qspt2tmn8aeqlgdfwsd370fjge3kml4a9e7rgc92zpr49rsslusrtlgvx4gdx,121.354166469518036257,4
rdx1qsphnyjk0t09qqz0duylhkrntnp7nqsctpeamvzztusp6heaesyaxdgtua827,121.343657529478024617,1
rdx1qsp7ak7dgdnqx6dwpmngeczs39fm9zfgnrx7uzjfmrwhtejsk0da28cz9kp2c,121.195000000002596864,2
rdx1qspqshpjgf4x2t63wsz4xjq6at59jvue2f48r3agcy64jaze7jzmz8gsq9jzk,121.161486433742649761,1
rdx1qspldpjfj0cnce9ypep9hc9axej9wzm8lsq3y925dz9zlfhh4xt5v0c4nk2gn,121.145277430975739424,3
rdx1qsp7nk468z5rmya8hyng54thfw83pk6cmjwdaz3jhr3ykycf9ajr08sat5dhg,121.140273172555021009,5
rdx1qspqr5c4mtk2kug5d73ujpumx8wnm233cy8cgey4upnsfgxjzxm9z3g4k88g4,121.126986560667948947,1
rdx1qspmw0ekk73xxzxtn3xlarut2579q0sqrfve3s26su78qzqvkm6ttcckpd0a4,121.057737598337381070,4
rdx1qspjwrayks9m82hsehw0eqzqh30wrr5fnf6g8myt4u6wjwm4f8xc5qg5ner0t,121.025130137675640993,1
rdx1qsp5ug0e3dhk3f37zykn4n4qj0rxerwwy5p8w22sapg4dhet7swcclgryc3ar,121.020085301058377686,2
rdx1qsp333zj89wnyltedf643s4ezk0n8qqy6p9y4875flll070qd9qxh7ggup8er,120.877553037828456927,3
rdx1qspga694zv7ngd03u4zgxycxjrje8nylu5jvawrpqa8s43vztn4hf8qcj3h5k,120.815870038319415138,1
rdx1qspmlyaf6jczrem3qmvxhycf9zjyu00a5e9lu5gzet30cd0yrlv67hcdugdel,120.787964940532360081,1
rdx1qsp43sd33qy56k24cadmcxl4ssk22j82efe00h2pmyggry4upz6g59shda50e,120.785268966305379363,1
rdx1qspz64rzkntsmh3aczk2tp9cmjn7ju5y8204hcthjq9dq973vtqyl8cgr57wp,120.753443087893989030,4
rdx1qsp4wr42nz0yelu750s2qtv9kwwdy4qdc70rsvsdsuddpw80jclgfyq2my3aj,120.744200005791927867,7
rdx1qsp0l9dgk2dluyasxyj0rcx9z2g7k0328j0sf7y0t9r5l7ad7z2vr9cd0ptat,120.736294639706002510,3
rdx1qspcz4et3peajwvgkxhwud9eq208ehu6j93gtp06mz72z2a85u4hsqqcynjqf,120.731554246518799754,1
rdx1qspm0k3sw8qdnrwsayugfr0e7r3ulk08jl4k8xxyuvyck6ztpdfwnaqf8ys97,120.707079013516269528,1
rdx1qsp2kxex2n2wuryjhesth7xvptawexkdcgsuwgsqerluwp3xlzk2u4gfc2ykm,120.688479863183351287,1
rdx1qsp69d644wr4222ewpvjvhahcwyhuacjvllm7zv3wssxn443aasgmlskf6pd2,120.651403335595634135,1
rdx1qspuv2r94t703wgew76yg70hpcn9h4wxg3k9hzkde52lgjlyc64zq7gj9gpkm,120.634965170788491090,1
rdx1qspw9msmkwgdc4fl8hdfkda69g42sh6na6gklhayum2465e7nwxqergfff2zz,120.615066612659510838,1
rdx1qsphczrwpax8gwuqxxs4d0twh9w7gm9j72ulydt368hgd2ealsm8xts804hdu,120.605763334205556101,1
rdx1qsp0q2yapwylugg4kcdhtkqjmsj7wv9gfy7y7r5k84zspkp5f8wthks77stz8,120.570869091050227396,3
rdx1qsp7ppphcpwkryzw7puj7hzzuwujyqvr343e95s3vqgmz3zng5gltmss32ymd,120.547422821657684101,2
rdx1qspalayh2gp54hw3w4c53xvsl50xfv58j78ylumx8vvntjkkdq32fksa3ln04,120.482931310780354818,2
rdx1qspm9083szm7dxtts83k68gds6687ywh4jjrkuyrpssuwvksl09p75sma30qz,120.455590544294497877,1
rdx1qspacnfw4pwh97ud0xsyrkw5ncjkjckzwusv4zejgerlqepxa2pdtkgzde0cl,120.390584485938250636,2
rdx1qspgf426kpeyd0d96rsx80z0m69s6kcfyrvtu5zg0xa9t65srtwrhfccf20hj,120.387088095445374843,3
rdx1qsp5tvqu4tpvu85wmds8yhvfvd0eg63fp79zvq7qwm8gx0y75a742xctuksw6,120.292569729650364762,3
rdx1qspqsl3skq4g6lertwkm2gyx32ade4xjwdwg0fq277f8ndak6fnw4gqnh80nl,120.277375181611759000,1
rdx1qspj3srdmh64erv07h7lkwjnte2p9zwlzyahxpslx76p4crq0fj8z4c89kuvy,120.227196173641031895,2
rdx1qsp4nuh2nsq3asepfey3n03lta7pad6euwdy8dxdyh6jcayj846zjssqcm3q4,120.211692422786714962,2
rdx1qspvey3uxzf87d52rrmezv4046ejnuszwv30lmwtt7p0gza5r0ryg8q25wphy,120.201057037580094591,2
rdx1qspdypnlxllufm8d42nwxsh8pv9wfca94n4t0grm90mn6d9jjffnvkgtf3e86,120.200901650130991484,2
rdx1qspcv2mmzdj3xtne8n09zkhezhusyfyyn7cpw4utfcdrnqwmfgruegs0dc5s2,120.138822128872378376,1
rdx1qsptx5rehptxdh8acut5aj8c7autmv4am8gq4xf0ae36l7wk69qze9q6l5ewy,120.086982043928976177,2
rdx1qsph2cyj3lfrge2y8d52hm7zwhql9p4urw8yjv8pva88wgl77zlyg8gr9wj9q,120.081458208876301326,1
rdx1qsp7p93nmq339apcw2we780lvd9fyap6t0rp8h0hjwfxxhwew05evus2qqdvp,120.080555644861755177,2
rdx1qsph0hk869g5dz6yk4c7t3ujt9p8w20eytwsalev0jlkgva5wqnshxgrex6hj,120.023163551829191362,2
rdx1qsp9a5y972z2zpdlwn04zhyzusdehu6sygme2see2a2rzu9xcukdrhglqxuv9,119.849786055793494427,1
rdx1qsp9u4zv0eyenz38uq4sk3r7aswm2d08zu7p0nkecym8vj4m0gzwrnq0jyrjf,119.786468987139621929,1
rdx1qspzxt4yftmrywa6cv3k30zrfzlrctgr2dxxuac5cucqgawtd6uwl9qvqcwkz,119.744665879794252798,1
rdx1qsprvg5tpsu47pzlnzs0k5cwf59vltq0hu43t7853c0u0v9zw80c27sa0an70,119.726538794153648583,3
rdx1qspfwrcc4elc4qt3ddq4u43v6nsu5detpgrjx5hltr396e9vthd5khgq0qqxe,119.643033762625076417,2
rdx1qsp5pxv595585yqyt9sfntsz6dc8hwhv84me7wqrlg5rwrmdc5cw7pgrpr67s,119.619952534728991922,3
rdx1qsp6paerpadd5r6x98vfss0rl6duh7zhymz0sclgun8zf8uej3zgtyccjmzt0,119.616150984442510346,3
rdx1qspl2qgepqru0ysrwmm6da2rtkkmuv90muxt275drh5d5tk5h64pnas3780l0,119.593282069392676629,1
rdx1qspjyh0ssa5h76kcszuz5mkgq83hhf4zku2ppl4qge82cxurukxwrnqe6788g,119.542548195379463298,1
rdx1qspjfq6s2lcdqg8cetzn8whv2z0z0mmx2uf8s7mft32q6q74dpxe3dcmp5gpj,119.475663926442920205,1
rdx1qsps53ycyzlgcxgy5l2dtkvu7glvh55ykdqlsvjnq05hnldg6vv3y3c6upttn,119.474997424173919799,5
rdx1qspv6mjwz8772q4azmdxc9mnchfeypq8c2twlcep6h7amgz5q3rp68scg5s6v,119.445226880656254600,1
rdx1qspgr5362q09ukrvcr0h6q93d8p5uhvm5j4xm3ake5vrklf37ccr3hch2c40h,119.420770271334823447,3
rdx1qsplwg25lf3s4gs9apugdta00j9eu057hdxunxfxtqf8eeg7hnp4upc0efqw0,119.404613697526981967,1
rdx1qspvzyqwec4rys7x9fqazn4yat9pgedutsvcsjke3v6kvhuxpzlwkqck5jzx3,119.381137213835974114,1
rdx1qspa3lzn9sf93d8ctrf9r24y7l5ljrwkchz6unxqz79q504nlf6z9agp20eah,119.377771642812877269,1
rdx1qsp7623tyq3qhyuvq5d8l9swflncs3mak3jh66jnzy0jdp950vw0r6s74hkzl,119.368517185758053972,1
rdx1qsptlpm22ugkcrhhmpqmnp63d0hdm3j86rk622e5cjxesawh0j23r4qd9e9v6,119.360592566118577335,1
rdx1qsp8xv5zqqfpxn0d4rlj7r0wm8qvzn2jtmqn9tjfjhx02a036j6dk9c9z6mfy,119.342472266058957034,1
rdx1qspjx4fqgwmqka7a90k4emk7h0anc39j2j66g389an9h7c6xdexkwyspgaqrk,119.316974283468024887,3
rdx1qsplj6peg2u574kvrt4t84zdddc0d3p06yfdctpjhqwfzhps5ge73zgk353tl,119.311353759280938596,2
rdx1qspqjmfm36mpynpdjyaz4afjtj2au8txzsxkwxrhq687s4y9zzrwu2shn9d2d,119.254528293469773431,2
rdx1qspwd9tf5fvfvxlrtqks36s80qc4rl3nnrd9tedl6zehs8e3pfm0jtsckkexn,119.221423464107862420,3
rdx1qsppltu3uw8ahsc7efu7eqt9gadn7n5drqnhqpaydvj06ty7f5jvr8s4ln28d,119.166681013333861268,2
rdx1qsppzakrm740x5q5kadl3tz0qrqyp04498mzajf0g5wqy8p5ql5h0hqe7mwdq,119.050712692876590692,1
