address,total_staked
rdx1qsp7shpnm94xqur2du2sma2qq68msn9jzs7gwamgwr8we9vryu4jwhggxujpj,4404.62093
rdx1qsp40we8pkhrfwaw7h6h3k0c0uwgw8pr5xu8q5f80nl4x09uep6txlqcsnwzs,4403.57496
rdx1qsp66vp56g8m7aesag0v0mfvqjus09svzhmcufzx5whfjq9cgurma3svawc5p,4402.86982
rdx1qspdxx479h2s5375758vv7s2u3ywu72wcydx3lz2cgvpfwcxylrfjns58lfsz,4400.76582
rdx1qspt9tzsx8nchz7tjj0qw6jq5e7x8yxd6s7ujjxrew7hct7g64wtqlchl2xtc,4396.1946
rdx1qsp3aseafcwelrmdejkglp2xrprguadsxq2s4cfw8jacmh03wxrwf8chl2t8y,4395.04381
rdx1qspxd9jdfrrjhw2wh4tmfqsjcslftc4clce63uamfd39ec88eeur64qju4flm,4391.50211
rdx1qspex2szyulyv8zmaw6ffvzffm7t6v73rgyv232l2nyu72cd4tcu6aq5ugf4t,4388.51143
rdx1qspgp959pu7dj2z3vg8tgpt07qat0j30uhdnggkkyvpseet73uledtcvvuna0,4386.43966
rdx1qspxez2tdmt7kzp8jny067hm0syqerrlh0s7s5eycl6uqp8apukfxgsetfeew,4382.92334
rdx1qsp8g6mewvdz6aqnrpjrvl8w5a339ly96pdaypzmjlmcz7rlvlt7g0c3r3p3a,4377.52441
rdx1qsphetq8ejq0jua4ymkvhpf8ddn837r5a4967rlzcmzasq2ah5ax25cqxadxy,4369.43079
rdx1qspamrtl8yqxasphe55x0kft6wc9zqqhyuuncg9vvfzld5xppq6ngnqqhvakr,4369.1918
rdx1qspzw6hqe6retdvusm24j0qz8pp4n0jgz3x73t9635y9nd96wz6f8qsywmfae,4364.53179
rdx1qsp3a335raydajjy0mq8w7n02wt3q06n4gvu87qdnnlhymxcdva7y0q228hmj,4363.74304
rdx1qsp4js02mfathmvantg4tl9dfqtew79wehura6myfrcu7u92rfj6m5qqk75wv,4348.77973
rdx1qspedkkdq7vzls4rqczskh8m9qdzr4yu39yvl2xz5fpjyhv9jsyu8yszdkepg,4345.71107
rdx1qsptspswp9rd6cqtffcjr3zjh3exkdxedzkdaxyw25pnxfck9tq8p2c5wcy28,4343.86289
rdx1qspnullnefkewttl85gzktkcpvvu7ufsrrqk2jdwy5kc80t6ztq0h8qn343mr,4343.55208
rdx1qsphvnac3cv7jt4alr90zgxnq8h9l4yms38vz86l43j609ay5677zgcwdztlj,4342.17092
rdx1qspqe29ghsl3j6aswmvv4kkjlj59yk4dywvwtyj25axfckdckpqkegqlf94sd,4338.55518
rdx1qsptcu2fdvykyacxj8k2l8l09negxaa4ywp9y3fskhh06sm7hvxdy4qmru4lt,4335.14631
rdx1qspp3lk575p4n7s2anymgvx2j79nug0e3yjtmamnd9jqjyta56gz24gpxx5r2,4335.12153
rdx1qspd277jsw5ruvpclcnq4ltk76rdsktat7uetm0w5lcr9l9u567c2zss65vhc,4331.82232
rdx1qspqld0dst3fw7qd52elt37ejv6wfsp2lutahnq66j7kta6w0kgq0lc7xctjg,4330.39251
rdx1qspxf9tfjktftwmxark9evgmcn3cxen9e0nyjdpw08vwzkqnjky4l7sagsqlv,4329.80093
rdx1qsp2mwkpy5df60u7mufk6ntreg35v4xapaenf3nmexyz05nqda54xzc709kcv,4316.40806
rdx1qsp2u06jx4yqyuyjkx5djwkk93fudyjkk7puxxw8whqapajdtw86rych697kd,4311.11307
rdx1qsp76z3tpmwna4hsukf3z2narpqwl9fs30h3clswfejqf6uyvfwmspc7nzl0w,4305.27884
rdx1qspaqd9005w5xvtz2txnwvlj2gxk92wnm329n3wth3dtp80d2c4k7rsmsc77r,4302.71085
rdx1qspmlclexucw00rve4p3ed9z0ghgqkplz7sjdyq4hergr8st89ygjdca2pdlz,4297.20391
rdx1qspkvnaush8lq9mls4m2hepalcpx02ygz6e8h8kpdgpe5hqdl553ftsm5hevj,4296.9892
rdx1qspp6rgdvc50m9v3fgunnyksvuaqmcp02e8pv3h4nfd998an69lv2xcs8s232,4296.71639
rdx1qspxwh5qdctmstmetl0sfje0d7quse0x998zum3jwjyhlj6h7et2ktssh3fe4,4290.38454
rdx1qspwrz7pm0yaj23t3qqql9jqgytsn53dl50ssarv9fl4nvea98azsecx59h0p,4285.24078
rdx1qspvk82zk02xwcsejhxvysempxvawdc7sejnpxmd00hjsedhhrejztguwxrm8,4283.30758
rdx1qspv380amdzmsrzumpnxd6wfteculwjyj4ln08xt9j6xzw46dj8xzfsjmq9g3,4282.65914
rdx1qspt3m2usj2u5wjx0uthcqpmh6f6sska0rz6hfckgws2stsmejhxa6q5y5c8l,4280.79595
rdx1qspmdhhmulqv28cnfuzw9e9je0q4amkelan90zjdelnm7w3rwfm0p5c6036v3,4276.0292
rdx1qspwnrf7pqvkwjyqrshky5mfdf8rah8rjgjv0d480xw6k0ja3tuhu9sfpkt6m,4274.05612
rdx1qspfnfuvav0kp6w7svrn4j69wy9kdrf4jqjvxz3w4gsw2eyfy3u020s3leluj,4270.87175
rdx1qsp044fc546vy7f2dwe24a6h4wuqh9mqujj4epaw655ydf3dnl05nrqm43hld,4268.81598
rdx1qspnj39vu3n974qjzcqq0x7cx8sey37hsq5qex6vrjneyhh7rw7u5hs4t9rrp,4263.65656
rdx1qspm283td6v2uegld06rywnmp4nmpux54j45gawh7ur9szm8ayrgsac9qvw03,4259.59797
rdx1qspn6ujvvs4uwu8mkl37e8jym236f0sxvgfnwwnnyadzjgdeum8nmcqyye2u8,4259.38318
rdx1qspyfu62ezhpnld9tfeqn6vcwxdz33fx9tczh80epygsmpgkd5xn9uq035dv9,4253.90785
rdx1qspj2eu3ywnr8r0swr7zya9tp2w55sdqwsg9nyvae9szewrq9vpe7xq5wntny,4250.89785
rdx1qsp4w5kju9pn2cdue2vfact35euvfz76wlgm6tzm46g28f04yl6ez7qsu7xv3,4248.59103
rdx1qspd8h0y5qz9wyq3skhmata7w73c3j9lmqqwu79wu7fayp670u3x40slgna5r,4246.6298
rdx1qsp5n7avxtcjkgsp3pkfc6pcz3udxrm5n9p9wxms90tyrrgnj8ju79gdfaapp,4234.54084
rdx1qsp04gk4j0qpyhncq08e0w6nmrfav2gd8hsffug6v2lrjcrp9n7gqdsn5w2ag,4226.82497
rdx1qspyk3r05n0n2z8v0lndhs8llpqy9fmknxyp0t64rgsxjwter9hrsaq7yy9qg,4224.29637
rdx1qspdja0p4j0aez0ulns00g7j4h6wg5z9vpj40wytake55rkp502msucy20wn0,4223.23076
rdx1qspaey5a5xhhwsaw3flf2du8vqlrcq8ptymxvnfzr09x5j69kmmkl0g2n5nl7,4219.5196
rdx1qspqv86zdhyvvh3zevjgl9vrstwx8pmjjkf7cgpdv8m78eun23jynucz328ju,4215.22512
rdx1qspefd45xattmhlhhy6vysye4n48sxvykfrveuxg5suw28u3gmww9wg56yxm6,4214.89885
rdx1qsp5zw9vaj9rwsfyfjljjkm4quf5z3wxvlpz5nywcch3wke62xzv3sgw0vrw7,4213.06635
rdx1qsprd6y2seytywkd3q30vysrgfehfvudtldkh3490gvk5rla9ugflkqp8gsla,4211.2778
rdx1qspsnx98ftgsx247r3zyqqqzru9wktptxxgxxghj5n0uqv9cgcnalhslsvwkh,4209.05773
rdx1qspex4g8c2mehuk0lmg248r9u22d0z9hkfr4ff5s6w5nu09fnwtxx3qs8zjjc,4209.04531
rdx1qspx38ex5hs7wn2acg5sg2g756mvd4twydl244kjerd03dp9hw744rqqkjxqq,4205.75621
rdx1qsplt55p7l2ve8ntar8gpg6lkga60hdczww6zwp9ynuqe23p5wsq73qy2degq,4202.64415
rdx1qspt37kz7jlqdshr4cwynd3a2gfahw3y2h5l3n9e9ytzfwl2jlkf4ngd8f6gu,4195.25167
rdx1qspz4xw5ur08a338v0k3cm8weayq6hpd5f4u4wjk9jv07hc70y7hq9gd2rsp2,4192.17411
rdx1qspv7437395gnm7q4wgle5wqykwx7cwxh8tqmjdnztc3mj7mpymmm3st57ya6,4189.88913
rdx1qsp6cv4rzhzf2472wq9q93qcp9rasa92yhaackrpmyphjp9qf3tgyzcwd7qrz,4188.20845
rdx1qsp9s7qgtzflt0wya8rztfw4l5zhvval9knh0hqe3lru3fmmepz65ssvxvqfn,4185.82638
rdx1qspw39ju6d56zu3a6qzfu22mrkm8x9ukz8erlsv8gur43mrvnfy60wsuqvzlj,4185.39527
rdx1qspkqz326w3nwcamfegkmuq35mxpq6pachtpam5fzw9j8w94ekn5nfszjgrnd,4177.59352
rdx1qsp8d5r9hep3577s6m5lmsy23vvfkprwvlf466l044ndjhdtl66ufxgwj0xj4,4177.38724
rdx1qspxx4key02p3cw2fdh6acgxjvanlpyyj6z2l5d0easv6wxp4knqlvs9maghk,4174.57731
rdx1qspd5429fdeeuuc04c7f2vw9nqxpghqzkp3s9lqk6gz5jg5nxxfwpzsa8jn5c,4174.51692
rdx1qspzx88dsjg8tun62mdy3uq4a9prjamt54c30xpf5rl9mwenu92p5ycushuet,4169.09338
rdx1qspxjldjafuxqlpkgjrtrfcnc843hwr47s327wgsg74vcqfmkenhdsg8mfypu,4167.53181
rdx1qspnswjp5c73wdx6dchkqve5nt6z5w968d842cpuljnnwaeg5tjth0s80z7er,4155.46102
rdx1qspp9a9qjzd47vknpc4nuxuacvsugrnxua6pl3s8ce8q6exdqmhusuc7du0ul,4154.9705
rdx1qspe2xk76g7d7ecsupkdfp2ckn86075ghjphqz49hqknpj8dl2x9ckqlq4f4k,4151.30718
rdx1qsp0pfzzuugnk8tr5zn0fqqrzhcgk4dpurqaah8sf6u05x2ajwq5v2qepkwxg,4151.30577
rdx1qsp8hc8yp73rc5v70lwh6tk9s8r3zxfhf5ued35dq7x3ppwpn9tn60s5fe2v3,4150.55222
rdx1qsphy40hy4cry237vyq89kvsp26mac7pexvjval6d33a4lmyl8k24kg3ysxs7,4150.17555
rdx1qspcjayy6hmkynpuaug0mn4gwn7krev9adv7xvvu8jdllat58k33p3ge0rfw4,4145.62955
rdx1qsp4nr75h66ff2e6nsyxtljklzq5ueslgkqrkfrrr3sxrs2dv7ed6psr5hw5q,4144.95727
rdx1qspv5xzj39dfgp4mtmf7xe7al5v2y5549g05jv6ycllwfyna4g6grssqghla7,4143.6243
rdx1qsp7es72krpj66le4smktl424hatrgekchu96vtf62qduf5nhls8r7qdsakyj,4141.09653
rdx1qspymwu7lycxjyrzdrj39ne63ce5fvp74zy0kd5ktl3w9ykenu8epycdeg8e0,4139.45011
rdx1qsp6tv497syn8uyhncwl6lku2j9gv9z0rqcjm630z5ejwcp9tulck9swmnp3f,4132.92148
rdx1qspmdcmeveruhs80838a6mgsfjc8dmm9tdklqum2lslneyycxk926gchdsrdg,4130.35234
rdx1qspzuhau9f73w7suyly0lp90pe80surzl6qxuw65mfffrsym5qzan8sw0nsjf,4126.04772
rdx1qspsew3rp40jzqv445jygqfnf3ka7rwa0y3sjrc8w7l8nuuksauf83cuvcvxn,4125.30435
rdx1qspe9tf009ss0acs2t6phm6lkmcjyqu850gpmy3wm8t2ced93g7ahjsgsfwpk,4124.02392
rdx1qspv0v0ecw30m4vzc3lewqln3eg7nthza0p5ffcf8adq7yqxmnvtnlgklg707,4122.30869
rdx1qspkw8rqpc6fajuxj4y083gmfmlvuczwqmgzktkre0ljrypp3c3ldtg08c8wp,4122.07691
rdx1qspf7e6cp3vn409crfh6hur4tsxrm7qzgamgdhlv3qsa8umvwjhvunq3tg55q,4121.29326
rdx1qspqnhmw2ggumqrxces9pjlmrpldawnmjfxxawd5n4g8f7f4mcqmqzs9eczav,4121.25856
rdx1qspc2vtyag4rnmvxlmj46lcnuqr5mvhqd6wgtnl2m22lzwxtx2prcvsr48sqr,4119.41238
rdx1qspgszuxc6m9r5dfrzh7adhffwpv349d952me2wd9lx26xqv3wdhtkg2shqv8,4117.16888
rdx1qspn7r3tc0jjdgntf0en9njgf2e3k94qj7jxewsgsfhegmmeg08f94cj8322h,4115.54709
rdx1qspgduvrtf98gjevu7a97cvq6ylauk03z4ppax97hcc8p5jgg7squfgzxl3nq,4110.61724
rdx1qsp8x5vwxpf6p79n2lzezxzh0gvtkea8gswc4ydhknqmjeftqjdp8fcqwnt29,4108.72459
rdx1qspvpuye46yc4jzpvt4jlmx55q92gq69pqqyxutp8pftv8z7z9sc34gsmhrmr,4108.16715
rdx1qsp7felvygap0lf9c7xkwrn0qjl6xnqsn60v2lcrymy93qfg9hztuns0dxf9k,4107.08073
rdx1qsp5ls5y25f7xkxvmgvz2t9eyr7x6f59g9tszwh569m4rq8pdet2xrgpjajra,4103.96999
rdx1qspwq97pyavqt9dnetyjfslmwxqlkpk86alhz4nr2xcrmp84h7fkyqgq40xrr,4103.93477
rdx1qsppuc9au6qqemdt7dn92s8ek6zcugf4nyn5qm5zdqu099n8zq4nyeczdqvlp,4102.45748
rdx1qsp20f900a9lhqtsxzuve4wygx9w2lzp690zpg4zjxgs8elq8uzyqlsmwfy7d,4100.69444
rdx1qsp2ec0lc93whdcjtmndc4tetr54dhfj7m53akpw4hpnjkgpn9ckauq9kq8k7,4096.19661
rdx1qspx0vprlh7sd3znyrahz597e6nfvlghpw2sj87slxw4q93xjwz0pqc2n3fvu,4095.94844
rdx1qspffje8aaxcjl0qez2h8sdeq3phjwef05zxw9rwwq2yfwm7tmlrm2chc9p3e,4095.38059
rdx1qspj3p5hnzflggjsqzl8yzpks7ec86m54mjrpzatj5hjrh86rdph2rq7tgxdx,4093.28653
rdx1qspjsys37faeaff93x9nk44z7h00dm2ayrxe0fd7y9lz4al4kasc8ecd787q0,4092.76021
rdx1qsp2zqzrj95dx6kkngnhs8jsd6hp59d2kjlnthvawqrr0dal6ggg43cevkuf6,4089.31018
rdx1qspy6hzwtyst4kmgdtky4pa08dkezuwddknvk350k2gc83kmu8shfhsdep5ff,4088.93332
rdx1qspt82uw528q8gj9js4pcnnn86m4lrhy7c9gp9rvamsdnvlydh4kgmce03x7w,4085.50049
rdx1qspl3t2z0tyh5qwsa546txdxph8p5pjhy3ft0g3r9504kw46yzf06ccva5sk4,4082.73657
rdx1qspd2tyxyxtq7cxym4pk6zy4tkf99pk7ll7peklstrlcy23cj8spwtc7d056h,4076.9411
rdx1qspd46xg9n993d45h5mf64rllztkfpuylt76ddqxdsrhfjnhsfuefsqxh4aze,4075.21574
rdx1qspmhfljfp3th32qrjk9skxj90p6q9wy7u5d9fdwhaajsr5vsqtfpcska30nw,4073.15358
rdx1qsp3n55rpvye9cwlq5l60ymjkwy7f0x4vagn92m0r9t6ytus2xzcjusl78498,4071.27611
rdx1qspk88gukks7zma0nrk7m4j4w0n97a5p65sj305rr6qu3680sdna3pclsxy7u,4068.92126
rdx1qspfm54097zmhxh7xjleh5v0vxp59hu8tsda609llp49zjkzyryqt5qjf0yxu,4065.46499
rdx1qspumvwldf3qj7dgxhsp9xwgtn6jeksanqluppxnp44nypxy0yhxwdqwars8q,4062.45259
rdx1qsp9l8czf9ae80cwlmfh85pzexpen2lyzd8k4vn2s52kp9qmw0svjyq90k35k,4062.09665
rdx1qspenv09fcl8qstarujvxc8rf2zqysxsr08kx7ys3rnls64uea5lndq8fjuxd,4052.00233
rdx1qsp2asuqtr495zlg8xx2hxn03k0xuk95q5jlcq37fjlsam76yyvdupgl86z2s,4051.31236
rdx1qsp599ssxuny30t78fkvnqxe00ngp39rm7e062gsytec7w8cex9h76g8xs7yp,4050.29889
rdx1qspmdrxjtxhggrykuh8ztgsu7kcxqychfp0qyqg9krv4ujlv0rps8gsum8ax6,4048.16027
rdx1qspl7xulalrusakh9j6se4r3nxnd9n5schqg05uh4kgjl93rkjjzuzg9r7he2,4047.16486
rdx1qspd9qqpe8728m2flfvkj0jkhgmgqyk2krlw9gl6dg49095xhe9rhfgt87j8j,4045.78855
rdx1qspvx9j2cpcgqpasazqgn3s93q84sfuan05y72qwwhw5r0laygt9a3qp48hvy,4042.67777
rdx1qspdzqh8qdg37crglcgk7peefxpn8vqcsqrnypau6fcqmf3kyf8np8g5uzqnd,4038.93676
rdx1qsphfnptf59tt4pz7rme3zf62c0qfr25fy0sfalz3v5mx6mjcxrmakqmqy28f,4038.65093
rdx1qspsyzksp4v8k3rqe6tl22guszrzng4pzhwvnk2n8psumqfmsphqvrqgc6pj6,4038.58137
rdx1qsp35ncg6qxazy0sqxjhdsr7tdj53a4t3ynjz77hzuhy4v2h74d2kuc7l88m7,4030.27456
rdx1qspu23guhgxjk8qmgukwjvmqead8ve8gx6wr4vmydjx5dsy23yjyk0qgz9ewz,4027.19898
rdx1qspm34dtr3k2eqg3wts2lugthsvg454yz2m4alxras08ufzymgp6h7gaejz48,4026.27575
rdx1qspw805w0he3g63j6thawmylkd3p7jjtxu9qddcyez0sx2tcsjrsppscdj867,4024.09326
rdx1qspu968ajt2mh9r7da5r98eyv6k3xugvhh4nfy724xfxrszk8j704pgfz8w63,4022.63978
rdx1qsprjheufs6gkdwj9qe9qyl9vc8xggf450lvjp0zjsnhx0x2t6qg5ws66h6ec,4022.20448
rdx1qspv83ags7s50e0aw40nh276lnkjpanpce9fmagqe722t2e2kefpp4sh2573f,4021.48188
rdx1qspt9pe76puhatr57aggp0ekfjd2yrytzmv95wx9ycelhwp5pxdurmg4js9fd,4018.34518
rdx1qspchsyawn0vevggst8j7g3n9cpk8qknvuty5zsl0j8pe868xpcxsaqmvvu67,4018.23143
rdx1qsp6tlx5js485junhdg9c3775ey5neyak4pzlhjlnk4mywpfqs47npg3u2jzh,4011.76655
rdx1qspn2066wfn93c8cnrwq6g4y0v7z4yc6xr0esrfe50svd0wpwhmv0hc6ctfu6,4008.03765
rdx1qspna44t97w3t7h5gxxngd5nktdsakl28a63v5a82rakss3y59servcxjsg2n,4007.74359
rdx1qspgxmwdzt0cta7g8dav9gdfr9mmhwmvqlwlv22mccmqr7wplrd4nkgvvwtk2,4002.58722
rdx1qspkwgzsvrgtc8alppp687luw7en80z4zhga5mujhxfv8u2s9wu5pdcxklypp,4001.53191
rdx1qspjdcsphftput27tnpvl0hhqsy2vg95ffsz75u0nzpddplmqxwt0tsxk9dqe,4000
rdx1qspamsu5htntq79mncj4uagwampnssv3htkmueuawumvcjclj66k9jst0dv23,3999.806
rdx1qsp8uv6gz2s4dcx97xdt4svlrlml0z6amf69c9ezctadv80we569q0q9hwu5v,3996.88923
rdx1qspqdqk09xdw9dav2rydvfcc595vaae05pkmt4h87p67r0un9597ysce3pv89,3996.17562
rdx1qspjn377rn7n25wsjk09n3k9p42lh6mhgdj43flzf6zfw0r7ur7epuqsy5dp5,3994.77195
rdx1qsphr9jzmjtf8khyavul57j8hp6nrcm9lkl9plcwl43933aav6uxqvctjr604,3993.97647
rdx1qspmnk7wdj8m2n9l6sz7hyvfpt2f28fuj9lwlj8enn79ar8klvlgckcqj9na8,3993.62321
rdx1qsppp2kcle239udj4snmt6nd8d36uynzvw885hdxp3pt7x537a7f24gvxl7g3,3992.54941
rdx1qsp0h447mr9qeckp5vk5gauahah038fk67qpywcss8hped0e65xcuwqn9rdhj,3978.6514
rdx1qspscth7ejgslsgghkn4428g07yevfew6eejlgf3n2juy79rg0mvq7q0qjnk8,3975.49039
rdx1qspvvy4k6rt4s56ncthmgy6aghfe20gwse0edktpx6l7kaparwugnlcmrrc6a,3973.15134
rdx1qsp4x5kjd0j3wsc5jhc5jy4vzg7lp47y82suz2rc9r9jetl9tc45sjgkp24rc,3967.39809
rdx1qsp7pseww92ne3z5kewa9wgw03fzyrnuh373mdlqw27jk6rafkneewq08v784,3961.99721
rdx1qsp30sw4aec0f0gdycet5a4qqmyva5naeccvrf9lysygggt68gcj5tgcz7jhw,3959.15126
rdx1qspn87s0sar50dtgc2xaq6u59fv29xa6tkgxyzdrrutvsf4qgn0pgyqklhyrz,3954.41632
rdx1qsp0yzndl68sucevv5hp8wkge50ztyjh5hzaf5nxnal5d6lmql7r60sw5tah7,3953.56787
rdx1qsp9q0vw75he3zqqsdnsuurnnjxtwuyq6tcth3vfvkg0leh4saerrwc94ve58,3948.04909
rdx1qsp7tf9gp7zejlt4u2stxmwzy05u9gzh28qd3ac8jtjas7u3xy33mwqeumz3d,3944.02478
rdx1qspagzkqddgzczhm3mmp4psls87sp0vkw2jstasp79w65a6fuw3xttq2fhw42,3936.53952
rdx1qspk5ndncer49tnmn2qp64k00wvkjwemny70w6kk0y2eru056ykqapssylxxu,3933.18453
rdx1qsp5qaprlafnzunrlagt08hwl3ukqpd7h4dk2l3vlezr4nz4j5kk3scmllhl4,3928.97794
rdx1qsp009ups779tsxqdp3mnj7y0tsf3qykzrjuzqg0lzn96tyqhsjvgcc9264na,3927.47903
rdx1qspsgqy58rswkmkmqns2q5fhn7jymtx842aausjta5st2j66993d96qllnksp,3927.15417
rdx1qsp5j2ghjqgutmq87ya20f0kmvhd3quztywrz86u6csv02cgwlh8mgcug6w43,3927.04205
rdx1qsp36k3mqm9wsjw0vg3pyl5x8c3u28hshaqr6fn2u9k9pzqmpwt665c8j3nmf,3925.97561
rdx1qspp59gy89qpvtcq2wfly6esfclrd9cfwpujh5ull7amufudk57ml8s8rqhh4,3915.67205
rdx1qspfvjlkrs6dulhgexsraj9gpk9kk24cal39k2f7cuhzaw2cwx8x63gq94vzp,3915.22753
rdx1qspk4ls7chnv8nu7yh5pjyq3lcjf4fyp55am5s5z7zpt26ggqnhu6jgruaawq,3914.68633
rdx1qspd87festf6323t3qy5hg9z28g2nqaxhjxz749h2hyx2v8hfeszg4q55f7r3,3913.25138
rdx1qsp29r33gjuzvrfl2p3mxqu8mw5q9gt32ty5netkwcam82an3jtchdgutgx96,3910.49172
rdx1qsppt2crwng0sg9aalnq2nsl6pveumc75nldc406lj3v2vc2ehgqx0qpcemwh,3909.57069
rdx1qspuvfuq7smrtwuna02z9l5kvy4q3whjzggrvevy7sw83nt4h0vpnus7x8ccu,3908.09614
rdx1qspulgymqqtg2pzj35xe0t8lhxghq35f0d8pz6al7qs8f7x7fs5wffgmq0jn5,3906.44362
rdx1qspe87n9dqf5t5wfmhrth4mskrfu0mf49nrp0vyt0ajg3f82fy6ct7sazyggf,3904.08196
rdx1qspsh906m3ml5m2ynrz6ekc2exr3xwz78cteay8x85v8afpwa528ukce54cyg,3902.12592
rdx1qspcch3kc4uc5ldqrzzuyazvgc92p2enhj24j6ss2suclrtrwz5076g592037,3899.3601
rdx1qsp78l3wtjet0fsg6mq32c06qclajg07wdlurc8s8l3xsj3fwzr4f4st9clsk,3899.11209
rdx1qsppney06v2xmynvcmey5zauxfxawaltxntuu07mq7994dws32pc3yczvc289,3895.39687
rdx1qspy7nxe4s56ul49a6l32wdrerx06catpn5wp4m685n4xt6tmp73ccg45jfme,3893.75917
rdx1qspdqrc0d6lwxq7z3ndqvj5kjv0dzxrktjn69kt7f2f88604xuwafkg3felps,3890.31886
rdx1qsp7l0a0tr00sav66pxj58ylka08vncx3reusy9rzvc5pmvewxtuqesjdp9yc,3888.8913
rdx1qsp7g5jm09lrd2kquxn5zx26genu20aex64mk8azrfmuwyut8t6w2dg4vrk3m,3888.62629
rdx1qsp753ra5jx3dmass0s2hkr3tnhtn0h6vdqxa4ytle489xhzfd3gegccvdmv4,3887.825
rdx1qspx3trewmrhc50dz5rxt5rd9ch8rutc5fccme3vp04t4a20l6sw0kqwgeuzr,3885.63782
rdx1qspmjxwr5g6hj4qexkxx5en83xggxhkmgsc2rgmpq6kt9ddp9e4m07smcz6wj,3885.32989
rdx1qspf57zztm89lqjf6njpznsykjkft26nuekvmf6ge0mzgesd604zd4q8dmq97,3885.28914
rdx1qsp2khxjnszpszlfrv2xt0ujsy4x4yqqlfhwjdj4mj70ts94gxjjc5g2z8uya,3885.20866
rdx1qspkpw6kq2jjyxs8jgulryk32aw2jhlu5z8xma3g4k630tp5dl05npc5sa92c,3878.46808
rdx1qsplytsn6kcny7yyext0982s02gsqzfqtpc75pprlrnprxufdxvmmrgd8yyrg,3874.8027
rdx1qsp4ch805sss2rchxvp4jads89dlemjajh8d0s2cxe0f8spwqm8fnrclqqk6c,3868.39756
rdx1qsp43tgwrmw5rzw69ly523xlmea76wykv0cg2qdx3w0y6r83s8zj72q99hn0j,3863.65738
rdx1qspcd9jf8k0l7g0udcyd94l8h96mvmdse5qqyr2hzux9yy74vd4q6hqe0hzey,3860.78164
rdx1qspfmg7vcmq8dgnd7049gtcsujfr4j43k6gs79j4mds8lllglrcjjlc4jxw84,3859.4522
rdx1qsphyhlw4hd772qmqpnnkx8zmkq803tqf78w9fyvamfl5dgu4200x5cga5l6x,3851.4795
rdx1qspl20w8gnd643z2n42huehmt76mf6vvztdar08q0pvvzdauvcyng0s9epnjs,3848.18235
rdx1qsp0eu69h0cx6k9hnj5mktpgg93y84uqqdgd8rnlyx8v2jqm5jktf2szdzmy0,3848.1771
rdx1qsppgzp490ehx2fyu3mzlfhzhe897l67hdzfk2mtwhlsdpmq5sy4veguxkdmm,3846.40416
rdx1qsps3rk9l4td3xwltlh3j7yur7jmnmduvnwuletphsg4sjex8wha3jszndnxm,3843.01852
rdx1qsptd0d5mhnf036ykegfwyx7dcln7e5a6uyx4mmwz7y6nq9exm8l9cgx5s26u,3836.98282
rdx1qspuzy9vacl6utd9vmwl8338csu48zjfcppghvn42k46hakmvnn3fuqaj7r8q,3834.76923
rdx1qsp5me0ynkpmvz6sje6zgrz73s57h879mam2m05j6jss89jlx42nuzqerslsu,3833.621
rdx1qsp2644e739vjkr96m6vrtq8yg47rj729vv0dhxljxyflzfwa43fmaq2z4t5k,3825.75846
rdx1qsptqh7sj4e4zlmnjfd7x3658yrqrsa5dwcltu6v3k5rd7jlplnxnzgl9cq2s,3820.53034
rdx1qspx8mpux0tpeuaczutfyf40jpxslqftl9nc0uzkf8g0m9c2guf0dpg4qhjzy,3818.98886
rdx1qspgqvl8avhmv23j40ntx340cnhle2m0t8vj25tepx7ntaswje0fzscn075z3,3818.43806
rdx1qsp7apmp48vzdu7kff8je82rfpfjmjz8cng5q0velnhhcdy2fxkyk0cuutkyl,3817.04405
rdx1qspzldej6muwqg8mrwygx9acegffg32ulrwvnz8tpel249zcezp8ptqe4w867,3812.79223
rdx1qsptgrnvz3cmj9p9qa5qyfpk0dt54qh8t70k8mwjv5qmwtx5sjatqastr5wgm,3810.05519
rdx1qsp2ln52nk3mpvfra077ruhcrsh4e6p2r0ax2wgqlcdldrgppg363lgt07qd5,3803.04201
rdx1qspcvjrk3ey3e6re557w4c8y0cxpnvqhf4wdycjptk8d09g2lpp0gzgz53vtf,3798.68103
rdx1qspuvajr7qjp4gsnn2gz8cuaj28jyx39p56x2kzs6dwvxq0stlfu5ecxurlmh,3798.47435
rdx1qsp5tklmlahcymaqqyxfv5nny43s62ppru3xzmn8ceuw904m98my09qnq68m6,3798.29682
rdx1qspmuj6m95s9eg0fj34yedj9wf8xn6mml697qkfuhuhxr74wttpzzrc5hu69r,3794.95829
rdx1qspn585788vcn4d66ccjh4pxuaapsce6u39468sv3647x3lwr0rt0kq0a2hl6,3787.48612
rdx1qspcmupy3m9fjrw4nfcv9m55sm9g02kcnw6gvj5rvrazwv96w5puztgjs2pvu,3785.81871
rdx1qspj87hl29nzlhy8mxem3xdkeyrhsplztlcsrdf92j6agn2kpm0886q86unte,3785.31801
rdx1qsp68nfea088028g8j6tptsn8syfe4guq3l0xm8txtxx4ar06z6yyhgdrjtsf,3781.62254
rdx1qsplrwpdnauvlvstmzvpgftpxrl076h09ydkg7w9mgq2w48krw9yaeshnnfgv,3778.43293
rdx1qsplmj9se5xlwr7uz44p28glwga3awa6takjcq3p7h6hgqt5xnwtyzge7ctgx,3774.14282
rdx1qspl2qhw6gjnpkr6vy3y3sz5s87jn4pl3yar2zkfre90nejrnz2lc5gv7dz4f,3770.09246
